"epiweek","epiyear","Meningococcal disease, All serogroups cummulative current year","Meningococcal disease, Serogroups ACWY cummulative current year","Meningococcal disease, Serogroup B cummulative for current year","Meningococcal disease, Other serogroups cummulative current year","Meningococcal disease, Unknown serogroup cummulative current year","Meningococcal disease, All serogroups incidence current week","Meningococcal disease, Unknown serogroup incidence current week","Meningococcal disease, Serogroups ACWY incidence current week","Meningococcal disease, Serogroup B incidence current week","Meningococcal disease, Other serogroups incidence current week","date"
35,1999,1698,NA,NA,NA,NA,44,NA,NA,NA,NA,"1999-08-29"
36,1999,1729,NA,NA,NA,NA,31,NA,NA,NA,NA,"1999-09-05"
37,1999,1746,NA,NA,NA,NA,17,NA,NA,NA,NA,"1999-09-12"
38,1999,1770,NA,NA,NA,NA,24,NA,NA,NA,NA,"1999-09-19"
39,1999,1819,NA,NA,NA,NA,49,NA,NA,NA,NA,"1999-09-26"
40,1999,1861,NA,NA,NA,NA,42,NA,NA,NA,NA,"1999-10-03"
41,1999,1897,NA,NA,NA,NA,36,NA,NA,NA,NA,"1999-10-10"
42,1999,1938,NA,NA,NA,NA,41,NA,NA,NA,NA,"1999-10-17"
43,1999,1982,NA,NA,NA,NA,44,NA,NA,NA,NA,"1999-10-24"
44,1999,2020,NA,NA,NA,NA,38,NA,NA,NA,NA,"1999-10-31"
45,1999,2054,NA,NA,NA,NA,34,NA,NA,NA,NA,"1999-11-07"
46,1999,2073,NA,NA,NA,NA,19,NA,NA,NA,NA,"1999-11-14"
47,1999,2119,NA,NA,NA,NA,46,NA,NA,NA,NA,"1999-11-21"
48,1999,2149,NA,NA,NA,NA,30,NA,NA,NA,NA,"1999-11-28"
49,1999,2197,NA,NA,NA,NA,48,NA,NA,NA,NA,"1999-12-05"
50,1999,2223,NA,NA,NA,NA,26,NA,NA,NA,NA,"1999-12-12"
51,1999,2282,NA,NA,NA,NA,59,NA,NA,NA,NA,"1999-12-19"
52,1999,2352,NA,NA,NA,NA,70,NA,NA,NA,NA,"1999-12-26"
1,2000,15,NA,NA,NA,NA,15,NA,NA,NA,NA,"2000-01-02"
2,2000,52,NA,NA,NA,NA,37,NA,NA,NA,NA,"2000-01-09"
3,2000,81,NA,NA,NA,NA,29,NA,NA,NA,NA,"2000-01-16"
4,2000,138,NA,NA,NA,NA,57,NA,NA,NA,NA,"2000-01-23"
5,2000,178,NA,NA,NA,NA,40,NA,NA,NA,NA,"2000-01-30"
6,2000,265,NA,NA,NA,NA,87,NA,NA,NA,NA,"2000-02-06"
7,2000,301,NA,NA,NA,NA,36,NA,NA,NA,NA,"2000-02-13"
8,2000,357,NA,NA,NA,NA,56,NA,NA,NA,NA,"2000-02-20"
9,2000,410,NA,NA,NA,NA,53,NA,NA,NA,NA,"2000-02-27"
10,2000,460,NA,NA,NA,NA,50,NA,NA,NA,NA,"2000-03-05"
11,2000,528,NA,NA,NA,NA,68,NA,NA,NA,NA,"2000-03-12"
12,2000,576,NA,NA,NA,NA,48,NA,NA,NA,NA,"2000-03-19"
13,2000,631,NA,NA,NA,NA,55,NA,NA,NA,NA,"2000-03-26"
14,2000,700,NA,NA,NA,NA,69,NA,NA,NA,NA,"2000-04-02"
15,2000,733,NA,NA,NA,NA,33,NA,NA,NA,NA,"2000-04-09"
16,2000,770,NA,NA,NA,NA,37,NA,NA,NA,NA,"2000-04-16"
17,2000,796,NA,NA,NA,NA,26,NA,NA,NA,NA,"2000-04-23"
18,2000,847,NA,NA,NA,NA,51,NA,NA,NA,NA,"2000-04-30"
19,2000,924,NA,NA,NA,NA,77,NA,NA,NA,NA,"2000-05-07"
20,2000,966,NA,NA,NA,NA,42,NA,NA,NA,NA,"2000-05-14"
21,2000,968,NA,NA,NA,NA,2,NA,NA,NA,NA,"2000-05-21"
22,2000,1054,NA,NA,NA,NA,86,NA,NA,NA,NA,"2000-05-28"
23,2000,1089,NA,NA,NA,NA,35,NA,NA,NA,NA,"2000-06-04"
24,2000,1122,NA,NA,NA,NA,33,NA,NA,NA,NA,"2000-06-11"
25,2000,1153,NA,NA,NA,NA,31,NA,NA,NA,NA,"2000-06-18"
26,2000,1190,NA,NA,NA,NA,37,NA,NA,NA,NA,"2000-06-25"
27,2000,1229,NA,NA,NA,NA,39,NA,NA,NA,NA,"2000-07-02"
28,2000,1269,NA,NA,NA,NA,40,NA,NA,NA,NA,"2000-07-09"
29,2000,1299,NA,NA,NA,NA,30,NA,NA,NA,NA,"2000-07-16"
30,2000,1336,NA,NA,NA,NA,37,NA,NA,NA,NA,"2000-07-23"
31,2000,1380,NA,NA,NA,NA,44,NA,NA,NA,NA,"2000-07-30"
32,2000,1406,NA,NA,NA,NA,26,NA,NA,NA,NA,"2000-08-06"
33,2000,1421,NA,NA,NA,NA,15,NA,NA,NA,NA,"2000-08-13"
34,2000,1439,NA,NA,NA,NA,18,NA,NA,NA,NA,"2000-08-20"
35,2000,1467,NA,NA,NA,NA,28,NA,NA,NA,NA,"2000-08-27"
36,2000,1488,NA,NA,NA,NA,21,NA,NA,NA,NA,"2000-09-03"
37,2000,1514,NA,NA,NA,NA,26,NA,NA,NA,NA,"2000-09-10"
38,2000,1548,NA,NA,NA,NA,34,NA,NA,NA,NA,"2000-09-17"
39,2000,1601,NA,NA,NA,NA,53,NA,NA,NA,NA,"2000-09-24"
40,2000,1630,NA,NA,NA,NA,29,NA,NA,NA,NA,"2000-10-01"
41,2000,1674,NA,NA,NA,NA,44,NA,NA,NA,NA,"2000-10-08"
42,2000,1702,NA,NA,NA,NA,28,NA,NA,NA,NA,"2000-10-15"
43,2000,1736,NA,NA,NA,NA,34,NA,NA,NA,NA,"2000-10-22"
44,2000,1754,NA,NA,NA,NA,18,NA,NA,NA,NA,"2000-10-29"
45,2000,1805,NA,NA,NA,NA,51,NA,NA,NA,NA,"2000-11-05"
46,2000,1843,NA,NA,NA,NA,38,NA,NA,NA,NA,"2000-11-12"
47,2000,1869,NA,NA,NA,NA,26,NA,NA,NA,NA,"2000-11-19"
48,2000,1897,NA,NA,NA,NA,28,NA,NA,NA,NA,"2000-11-26"
49,2000,1921,NA,NA,NA,NA,24,NA,NA,NA,NA,"2000-12-03"
50,2000,1966,NA,NA,NA,NA,45,NA,NA,NA,NA,"2000-12-10"
51,2000,1999,NA,NA,NA,NA,33,NA,NA,NA,NA,"2000-12-17"
52,2000,2035,NA,NA,NA,NA,36,NA,NA,NA,NA,"2000-12-24"
1,2001,10,NA,NA,NA,NA,10,NA,NA,NA,NA,"2000-12-31"
2,2001,39,NA,NA,NA,NA,29,NA,NA,NA,NA,"2001-01-07"
3,2001,65,NA,NA,NA,NA,26,NA,NA,NA,NA,"2001-01-14"
4,2001,124,NA,NA,NA,NA,59,NA,NA,NA,NA,"2001-01-21"
5,2001,190,NA,NA,NA,NA,66,NA,NA,NA,NA,"2001-01-28"
6,2001,243,NA,NA,NA,NA,53,NA,NA,NA,NA,"2001-02-04"
7,2001,305,NA,NA,NA,NA,62,NA,NA,NA,NA,"2001-02-11"
8,2001,386,NA,NA,NA,NA,81,NA,NA,NA,NA,"2001-02-18"
9,2001,466,NA,NA,NA,NA,80,NA,NA,NA,NA,"2001-02-25"
10,2001,556,NA,NA,NA,NA,90,NA,NA,NA,NA,"2001-03-04"
11,2001,613,NA,NA,NA,NA,57,NA,NA,NA,NA,"2001-03-11"
12,2001,653,NA,NA,NA,NA,40,NA,NA,NA,NA,"2001-03-18"
13,2001,705,NA,NA,NA,NA,52,NA,NA,NA,NA,"2001-03-25"
14,2001,782,NA,NA,NA,NA,77,NA,NA,NA,NA,"2001-04-01"
15,2001,819,NA,NA,NA,NA,37,NA,NA,NA,NA,"2001-04-08"
16,2001,877,NA,NA,NA,NA,58,NA,NA,NA,NA,"2001-04-15"
17,2001,936,NA,NA,NA,NA,59,NA,NA,NA,NA,"2001-04-22"
18,2001,984,NA,NA,NA,NA,48,NA,NA,NA,NA,"2001-04-29"
19,2001,1053,NA,NA,NA,NA,69,NA,NA,NA,NA,"2001-05-06"
20,2001,1089,NA,NA,NA,NA,36,NA,NA,NA,NA,"2001-05-13"
21,2001,1111,NA,NA,NA,NA,22,NA,NA,NA,NA,"2001-05-20"
22,2001,1155,NA,NA,NA,NA,44,NA,NA,NA,NA,"2001-05-27"
23,2001,1192,NA,NA,NA,NA,37,NA,NA,NA,NA,"2001-06-03"
24,2001,1224,NA,NA,NA,NA,32,NA,NA,NA,NA,"2001-06-10"
25,2001,1250,NA,NA,NA,NA,26,NA,NA,NA,NA,"2001-06-17"
26,2001,1291,NA,NA,NA,NA,41,NA,NA,NA,NA,"2001-06-24"
27,2001,1329,NA,NA,NA,NA,38,NA,NA,NA,NA,"2001-07-01"
28,2001,1367,NA,NA,NA,NA,38,NA,NA,NA,NA,"2001-07-08"
29,2001,1393,NA,NA,NA,NA,26,NA,NA,NA,NA,"2001-07-15"
30,2001,1454,NA,NA,NA,NA,61,NA,NA,NA,NA,"2001-07-22"
31,2001,1475,NA,NA,NA,NA,21,NA,NA,NA,NA,"2001-07-29"
32,2001,1491,NA,NA,NA,NA,16,NA,NA,NA,NA,"2001-08-05"
33,2001,1529,NA,NA,NA,NA,38,NA,NA,NA,NA,"2001-08-12"
34,2001,1547,NA,NA,NA,NA,18,NA,NA,NA,NA,"2001-08-19"
35,2001,1560,NA,NA,NA,NA,13,NA,NA,NA,NA,"2001-08-26"
36,2001,1582,NA,NA,NA,NA,22,NA,NA,NA,NA,"2001-09-02"
37,2001,1614,NA,NA,NA,NA,32,NA,NA,NA,NA,"2001-09-09"
38,2001,1635,NA,NA,NA,NA,21,NA,NA,NA,NA,"2001-09-16"
39,2001,1663,NA,NA,NA,NA,28,NA,NA,NA,NA,"2001-09-23"
40,2001,1679,NA,NA,NA,NA,16,NA,NA,NA,NA,"2001-09-30"
41,2001,1708,NA,NA,NA,NA,29,NA,NA,NA,NA,"2001-10-07"
42,2001,1737,NA,NA,NA,NA,29,NA,NA,NA,NA,"2001-10-14"
43,2001,1748,NA,NA,NA,NA,11,NA,NA,NA,NA,"2001-10-21"
44,2001,1762,NA,NA,NA,NA,14,NA,NA,NA,NA,"2001-10-28"
45,2001,1871,NA,NA,NA,NA,109,NA,NA,NA,NA,"2001-11-04"
46,2001,1918,NA,NA,NA,NA,47,NA,NA,NA,NA,"2001-11-11"
47,2001,1963,NA,NA,NA,NA,45,NA,NA,NA,NA,"2001-11-18"
48,2001,2041,NA,NA,NA,NA,78,NA,NA,NA,NA,"2001-11-25"
49,2001,2092,NA,NA,NA,NA,51,NA,NA,NA,NA,"2001-12-02"
50,2001,2146,NA,NA,NA,NA,54,NA,NA,NA,NA,"2001-12-09"
51,2001,2226,NA,NA,NA,NA,80,NA,NA,NA,NA,"2001-12-16"
52,2001,2255,NA,NA,NA,NA,29,NA,NA,NA,NA,"2001-12-23"
1,2002,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"2001-12-30"
2,2002,26,NA,NA,NA,NA,26,NA,NA,NA,NA,"2002-01-06"
3,2002,51,NA,NA,NA,NA,25,NA,NA,NA,NA,"2002-01-13"
4,2002,73,NA,NA,NA,NA,22,NA,NA,NA,NA,"2002-01-20"
5,2002,111,NA,NA,NA,NA,38,NA,NA,NA,NA,"2002-01-27"
6,2002,160,NA,NA,NA,NA,49,NA,NA,NA,NA,"2002-02-03"
7,2002,192,NA,NA,NA,NA,32,NA,NA,NA,NA,"2002-02-10"
8,2002,229,NA,NA,NA,NA,37,NA,NA,NA,NA,"2002-02-17"
9,2002,274,NA,NA,NA,NA,45,NA,NA,NA,NA,"2002-02-24"
10,2002,324,NA,NA,NA,NA,50,NA,NA,NA,NA,"2002-03-03"
11,2002,344,NA,NA,NA,NA,20,NA,NA,NA,NA,"2002-03-10"
12,2002,383,NA,NA,NA,NA,39,NA,NA,NA,NA,"2002-03-17"
13,2002,417,NA,NA,NA,NA,34,NA,NA,NA,NA,"2002-03-24"
14,2002,446,NA,NA,NA,NA,29,NA,NA,NA,NA,"2002-03-31"
15,2002,503,NA,NA,NA,NA,57,NA,NA,NA,NA,"2002-04-07"
16,2002,548,NA,NA,NA,NA,45,NA,NA,NA,NA,"2002-04-14"
17,2002,586,NA,NA,NA,NA,38,NA,NA,NA,NA,"2002-04-21"
18,2002,623,NA,NA,NA,NA,37,NA,NA,NA,NA,"2002-04-28"
19,2002,663,NA,NA,NA,NA,40,NA,NA,NA,NA,"2002-05-05"
20,2002,699,NA,NA,NA,NA,36,NA,NA,NA,NA,"2002-05-12"
21,2002,725,NA,NA,NA,NA,26,NA,NA,NA,NA,"2002-05-19"
22,2002,756,NA,NA,NA,NA,31,NA,NA,NA,NA,"2002-05-26"
23,2002,796,NA,NA,NA,NA,40,NA,NA,NA,NA,"2002-06-02"
24,2002,836,NA,NA,NA,NA,40,NA,NA,NA,NA,"2002-06-09"
25,2002,872,NA,NA,NA,NA,36,NA,NA,NA,NA,"2002-06-16"
26,2002,894,NA,NA,NA,NA,22,NA,NA,NA,NA,"2002-06-23"
27,2002,927,NA,NA,NA,NA,33,NA,NA,NA,NA,"2002-06-30"
28,2002,942,NA,NA,NA,NA,15,NA,NA,NA,NA,"2002-07-07"
29,2002,979,NA,NA,NA,NA,37,NA,NA,NA,NA,"2002-07-14"
30,2002,987,NA,NA,NA,NA,8,NA,NA,NA,NA,"2002-07-21"
31,2002,1017,NA,NA,NA,NA,30,NA,NA,NA,NA,"2002-07-28"
32,2002,1028,NA,NA,NA,NA,11,NA,NA,NA,NA,"2002-08-04"
33,2002,1144,NA,NA,NA,NA,116,NA,NA,NA,NA,"2002-08-11"
34,2002,1175,NA,NA,NA,NA,31,NA,NA,NA,NA,"2002-08-18"
35,2002,1197,NA,NA,NA,NA,22,NA,NA,NA,NA,"2002-08-25"
36,2002,1215,NA,NA,NA,NA,18,NA,NA,NA,NA,"2002-09-01"
37,2002,1259,NA,NA,NA,NA,44,NA,NA,NA,NA,"2002-09-08"
38,2002,1285,NA,NA,NA,NA,26,NA,NA,NA,NA,"2002-09-15"
39,2002,1302,NA,NA,NA,NA,17,NA,NA,NA,NA,"2002-09-22"
40,2002,1323,NA,NA,NA,NA,21,NA,NA,NA,NA,"2002-09-29"
41,2002,1344,NA,NA,NA,NA,21,NA,NA,NA,NA,"2002-10-06"
42,2002,1367,NA,NA,NA,NA,23,NA,NA,NA,NA,"2002-10-13"
43,2002,1384,NA,NA,NA,NA,17,NA,NA,NA,NA,"2002-10-20"
44,2002,1425,NA,NA,NA,NA,41,NA,NA,NA,NA,"2002-10-27"
45,2002,1425,NA,NA,NA,NA,0,NA,NA,NA,NA,"2002-11-03"
46,2002,1467,NA,NA,NA,NA,42,NA,NA,NA,NA,"2002-11-10"
47,2002,1484,NA,NA,NA,NA,17,NA,NA,NA,NA,"2002-11-17"
48,2002,1520,NA,NA,NA,NA,36,NA,NA,NA,NA,"2002-11-24"
49,2002,1541,NA,NA,NA,NA,21,NA,NA,NA,NA,"2002-12-01"
50,2002,1555,NA,NA,NA,NA,14,NA,NA,NA,NA,"2002-12-08"
51,2002,1578,NA,NA,NA,NA,23,NA,NA,NA,NA,"2002-12-15"
52,2002,1595,NA,NA,NA,NA,17,NA,NA,NA,NA,"2002-12-22"
1,2003,25,NA,NA,NA,NA,25,NA,NA,NA,NA,"2002-12-29"
2,2003,25,NA,NA,NA,NA,0,NA,NA,NA,NA,"2003-01-05"
3,2003,49,NA,NA,NA,NA,24,NA,NA,NA,NA,"2003-01-12"
4,2003,77,NA,NA,NA,NA,28,NA,NA,NA,NA,"2003-01-19"
5,2003,95,NA,NA,NA,NA,18,NA,NA,NA,NA,"2003-01-26"
6,2003,119,NA,NA,NA,NA,24,NA,NA,NA,NA,"2003-02-02"
7,2003,153,NA,NA,NA,NA,34,NA,NA,NA,NA,"2003-02-09"
8,2003,195,NA,NA,NA,NA,42,NA,NA,NA,NA,"2003-02-16"
9,2003,231,NA,NA,NA,NA,36,NA,NA,NA,NA,"2003-02-23"
10,2003,282,NA,NA,NA,NA,51,NA,NA,NA,NA,"2003-03-02"
11,2003,342,NA,NA,NA,NA,60,NA,NA,NA,NA,"2003-03-09"
12,2003,402,NA,NA,NA,NA,60,NA,NA,NA,NA,"2003-03-16"
13,2003,452,NA,NA,NA,NA,50,NA,NA,NA,NA,"2003-03-23"
14,2003,508,NA,NA,NA,NA,56,NA,NA,NA,NA,"2003-03-30"
15,2003,575,NA,NA,NA,NA,67,NA,NA,NA,NA,"2003-04-06"
16,2003,609,NA,NA,NA,NA,34,NA,NA,NA,NA,"2003-04-13"
17,2003,647,NA,NA,NA,NA,38,NA,NA,NA,NA,"2003-04-20"
18,2003,683,NA,NA,NA,NA,36,NA,NA,NA,NA,"2003-04-27"
19,2003,740,NA,NA,NA,NA,57,NA,NA,NA,NA,"2003-05-04"
20,2003,789,NA,NA,NA,NA,49,NA,NA,NA,NA,"2003-05-11"
21,2003,830,NA,NA,NA,NA,41,NA,NA,NA,NA,"2003-05-18"
22,2003,872,NA,NA,NA,NA,42,NA,NA,NA,NA,"2003-05-25"
23,2003,954,NA,NA,NA,NA,82,NA,NA,NA,NA,"2003-06-01"
24,2003,1001,NA,NA,NA,NA,47,NA,NA,NA,NA,"2003-06-08"
26,2003,870,NA,NA,NA,NA,36,NA,NA,NA,NA,"2003-06-22"
27,2003,896,NA,NA,NA,NA,26,NA,NA,NA,NA,"2003-06-29"
28,2003,930,NA,NA,NA,NA,34,NA,NA,NA,NA,"2003-07-06"
29,2003,958,NA,NA,NA,NA,28,NA,NA,NA,NA,"2003-07-13"
30,2003,980,NA,NA,NA,NA,22,NA,NA,NA,NA,"2003-07-20"
31,2003,1006,NA,NA,NA,NA,26,NA,NA,NA,NA,"2003-07-27"
32,2003,1038,NA,NA,NA,NA,32,NA,NA,NA,NA,"2003-08-03"
33,2003,1056,NA,NA,NA,NA,18,NA,NA,NA,NA,"2003-08-10"
34,2003,1070,NA,NA,NA,NA,14,NA,NA,NA,NA,"2003-08-17"
35,2003,1090,NA,NA,NA,NA,20,NA,NA,NA,NA,"2003-08-24"
36,2003,1132,NA,NA,NA,NA,42,NA,NA,NA,NA,"2003-08-31"
37,2003,1150,NA,NA,NA,NA,18,NA,NA,NA,NA,"2003-09-07"
38,2003,1189,NA,NA,NA,NA,39,NA,NA,NA,NA,"2003-09-14"
39,2003,1223,NA,NA,NA,NA,34,NA,NA,NA,NA,"2003-09-21"
40,2003,1241,NA,NA,NA,NA,18,NA,NA,NA,NA,"2003-09-28"
41,2003,1278,NA,NA,NA,NA,37,NA,NA,NA,NA,"2003-10-05"
42,2003,1319,NA,NA,NA,NA,41,NA,NA,NA,NA,"2003-10-12"
43,2003,1338,NA,NA,NA,NA,19,NA,NA,NA,NA,"2003-10-19"
44,2003,1344,NA,NA,NA,NA,6,NA,NA,NA,NA,"2003-10-26"
45,2003,1376,NA,NA,NA,NA,32,NA,NA,NA,NA,"2003-11-02"
46,2003,1387,NA,NA,NA,NA,11,NA,NA,NA,NA,"2003-11-09"
47,2003,1401,NA,NA,NA,NA,14,NA,NA,NA,NA,"2003-11-16"
48,2003,1423,NA,NA,NA,NA,22,NA,NA,NA,NA,"2003-11-23"
49,2003,1460,NA,NA,NA,NA,37,NA,NA,NA,NA,"2003-11-30"
50,2003,1498,NA,NA,NA,NA,38,NA,NA,NA,NA,"2003-12-07"
51,2003,1520,NA,NA,NA,NA,22,NA,NA,NA,NA,"2003-12-14"
52,2003,1550,NA,NA,NA,NA,30,NA,NA,NA,NA,"2003-12-21"
53,2003,1588,NA,NA,NA,NA,38,NA,NA,NA,NA,"2003-12-28"
1,2004,59,1,0,0,0,59,0,1,0,0,"2004-01-04"
2,2004,101,6,0,0,21,42,21,5,0,0,"2004-01-11"
3,2004,116,8,1,0,107,15,86,2,1,0,"2004-01-18"
4,2004,156,14,5,0,137,40,30,6,4,0,"2004-01-25"
5,2004,198,15,6,0,177,42,40,1,1,0,"2004-02-01"
6,2004,228,17,7,0,204,30,27,2,1,0,"2004-02-08"
7,2004,262,20,8,0,234,34,30,3,1,0,"2004-02-15"
8,2004,295,21,8,0,266,33,32,1,0,0,"2004-02-22"
9,2004,336,23,11,0,302,41,36,2,3,0,"2004-02-29"
10,2004,364,26,11,0,327,28,25,3,0,0,"2004-03-07"
11,2004,395,27,11,0,357,31,30,1,0,0,"2004-03-14"
12,2004,422,28,12,0,382,27,25,1,1,0,"2004-03-21"
13,2004,455,30,14,0,411,33,29,2,2,0,"2004-03-28"
14,2004,479,30,17,0,432,24,21,0,3,0,"2004-04-04"
15,2004,506,33,17,0,456,27,24,3,0,0,"2004-04-11"
16,2004,537,36,17,0,484,31,28,3,0,0,"2004-04-18"
17,2004,566,36,18,0,512,29,28,0,1,0,"2004-04-25"
18,2004,591,38,20,0,533,25,21,2,2,0,"2004-05-02"
19,2004,595,38,19,0,538,4,5,0,-1,0,"2004-05-09"
20,2004,617,39,24,0,554,22,16,1,5,0,"2004-05-16"
21,2004,636,42,26,0,568,19,14,3,2,0,"2004-05-23"
23,2004,664,47,27,0,590,29,27,1,1,0,"2004-06-06"
24,2004,683,50,27,0,606,19,16,3,0,0,"2004-06-13"
25,2004,715,54,29,1,631,32,25,4,2,1,"2004-06-20"
26,2004,729,57,30,1,641,14,10,3,1,0,"2004-06-27"
27,2004,744,60,30,1,653,15,12,3,0,0,"2004-07-04"
28,2004,762,60,30,1,671,18,18,0,0,0,"2004-07-11"
29,2004,780,62,31,1,686,18,15,2,1,0,"2004-07-18"
30,2004,798,64,32,1,701,18,15,2,1,0,"2004-07-25"
31,2004,810,64,32,1,713,12,12,0,0,0,"2004-08-01"
32,2004,826,65,34,1,726,16,13,1,2,0,"2004-08-08"
33,2004,834,65,35,1,733,8,7,0,1,0,"2004-08-15"
34,2004,846,68,35,1,742,12,9,3,0,0,"2004-08-22"
35,2004,855,70,35,1,749,9,7,2,0,0,"2004-08-29"
36,2004,875,70,35,1,769,20,20,0,0,0,"2004-09-05"
37,2004,897,71,36,1,789,22,20,1,1,0,"2004-09-12"
38,2004,915,72,36,1,806,18,17,1,0,0,"2004-09-19"
39,2004,931,72,37,1,821,16,15,0,1,0,"2004-09-26"
40,2004,956,74,37,1,844,25,23,2,0,0,"2004-10-03"
41,2004,966,74,37,1,854,10,10,0,0,0,"2004-10-10"
42,2004,988,76,38,1,873,22,19,2,1,0,"2004-10-17"
43,2004,1008,78,39,1,890,20,17,2,1,0,"2004-10-24"
44,2004,1028,79,39,1,909,20,19,1,0,0,"2004-10-31"
45,2004,1044,80,40,1,923,16,14,1,1,0,"2004-11-07"
46,2004,1063,82,40,1,940,19,17,2,0,0,"2004-11-14"
47,2004,1078,85,41,1,951,15,11,3,1,0,"2004-11-21"
48,2004,1103,85,43,1,974,25,23,0,2,0,"2004-11-28"
49,2004,1128,191,115,28,794,25,-180,106,72,27,"2004-12-05"
50,2004,1141,193,116,28,804,13,10,2,1,0,"2004-12-12"
51,2004,1162,195,120,28,819,21,15,2,4,0,"2004-12-19"
52,2004,1242,214,129,30,869,80,50,19,9,2,"2004-12-26"
1,2005,7,0,0,0,0,7,0,0,0,0,"2005-01-02"
2,2005,30,1,0,0,14,23,14,1,0,0,"2005-01-09"
3,2005,46,3,2,0,41,16,27,2,2,0,"2005-01-16"
4,2005,64,7,3,0,54,18,13,4,1,0,"2005-01-23"
5,2005,85,10,5,0,70,21,16,3,2,0,"2005-01-30"
6,2005,101,11,6,0,84,16,14,1,1,0,"2005-02-06"
7,2005,136,11,9,0,116,35,32,0,3,0,"2005-02-13"
8,2005,166,14,9,0,143,30,27,3,0,0,"2005-02-20"
9,2005,203,17,13,0,173,37,30,3,4,0,"2005-02-27"
10,2005,247,19,17,0,211,44,38,2,4,0,"2005-03-06"
11,2005,285,21,18,0,246,38,35,2,1,0,"2005-03-13"
12,2005,319,23,20,0,276,34,30,2,2,0,"2005-03-20"
13,2005,344,25,21,0,298,25,22,2,1,0,"2005-03-27"
14,2005,362,27,23,0,312,18,14,2,2,0,"2005-04-03"
15,2005,387,30,22,0,335,25,23,3,-1,0,"2005-04-10"
16,2005,411,33,25,1,352,24,17,3,3,1,"2005-04-17"
17,2005,443,34,26,1,382,32,30,1,1,0,"2005-04-24"
18,2005,467,36,26,1,404,24,22,2,0,0,"2005-05-01"
19,2005,532,67,28,1,436,65,32,31,2,0,"2005-05-08"
21,2005,554,44,27,0,483,36,34,2,1,-1,"2005-05-22"
22,2005,590,45,30,0,515,36,32,1,3,0,"2005-05-29"
23,2005,627,49,31,0,547,37,32,4,1,0,"2005-06-05"
24,2005,649,50,31,0,568,22,21,1,0,0,"2005-06-12"
25,2005,674,51,33,0,590,25,22,1,2,0,"2005-06-19"
26,2005,688,52,35,0,601,14,11,1,2,0,"2005-06-26"
27,2005,700,53,36,0,611,12,10,1,1,0,"2005-07-03"
28,2005,726,54,36,0,636,26,25,1,0,0,"2005-07-10"
30,2005,745,54,38,0,653,23,23,0,0,0,"2005-07-24"
31,2005,790,59,40,0,691,45,38,5,2,0,"2005-07-31"
32,2005,802,59,40,0,703,12,12,0,0,0,"2005-08-07"
33,2005,813,59,42,0,712,11,9,0,2,0,"2005-08-14"
34,2005,828,59,43,0,726,15,14,0,1,0,"2005-08-21"
35,2005,840,61,44,0,735,12,9,2,1,0,"2005-08-28"
36,2005,864,63,44,0,757,24,22,2,0,0,"2005-09-04"
37,2005,880,69,44,0,767,16,10,6,0,0,"2005-09-11"
38,2005,892,71,45,0,776,12,9,2,1,0,"2005-09-18"
39,2005,909,73,45,0,791,17,15,2,0,0,"2005-09-25"
40,2005,921,74,45,0,802,12,11,1,0,0,"2005-10-02"
41,2005,940,74,45,0,821,19,19,0,0,0,"2005-10-09"
42,2005,952,77,46,0,829,12,8,3,1,0,"2005-10-16"
43,2005,963,75,48,0,840,11,11,-2,2,0,"2005-10-23"
44,2005,985,78,48,0,859,22,19,3,0,0,"2005-10-30"
45,2005,995,79,48,0,868,10,9,1,0,0,"2005-11-06"
46,2005,1017,83,49,0,885,22,17,4,1,0,"2005-11-13"
47,2005,1033,84,51,0,898,16,13,1,2,0,"2005-11-20"
48,2005,1049,86,52,0,911,16,13,2,1,0,"2005-11-27"
49,2005,1061,206,128,17,710,12,-201,120,76,17,"2005-12-04"
50,2005,1072,207,129,17,719,11,9,1,1,0,"2005-12-11"
51,2005,1086,213,131,17,725,14,6,6,2,0,"2005-12-18"
52,2005,1111,218,132,17,744,25,19,5,1,0,"2005-12-25"
1,2006,5,NA,NA,NA,5,5,5,NA,NA,NA,"2006-01-01"
2,2006,14,NA,NA,NA,13,2,2,NA,NA,NA,"2006-01-08"
3,2006,36,NA,NA,NA,29,13,10,NA,NA,NA,"2006-01-15"
4,2006,63,NA,NA,NA,48,12,10,NA,NA,NA,"2006-01-22"
5,2006,93,NA,NA,NA,65,17,9,NA,NA,NA,"2006-01-29"
6,2006,109,NA,NA,NA,75,11,7,NA,NA,NA,"2006-02-05"
7,2006,133,NA,NA,NA,88,10,6,NA,NA,NA,"2006-02-12"
8,2006,166,NA,NA,NA,115,13,11,NA,NA,NA,"2006-02-19"
9,2006,203,NA,NA,NA,145,22,19,NA,NA,NA,"2006-02-26"
10,2006,234,NA,NA,NA,166,16,11,NA,NA,NA,"2006-03-05"
11,2006,259,NA,NA,NA,183,17,14,NA,NA,NA,"2006-03-12"
12,2006,300,NA,NA,NA,205,20,13,NA,NA,NA,"2006-03-19"
13,2006,345,NA,NA,NA,233,21,10,NA,NA,NA,"2006-03-26"
14,2006,365,NA,NA,NA,248,13,11,NA,NA,NA,"2006-04-02"
15,2006,388,NA,NA,NA,264,20,16,NA,NA,NA,"2006-04-09"
16,2006,415,NA,NA,NA,281,12,9,NA,NA,NA,"2006-04-16"
17,2006,434,NA,NA,NA,295,11,9,NA,NA,NA,"2006-04-23"
